,trnL_id,trnl_common_name,scientific_name
1261,2785,asakusa nori,Neopyropia tenera
1262,13748,humped bladderwort,Utricularia gibba
1263,88730,Chinese red pine,Pinus massoniana
1264,28977,China fir,Cunninghamia lanceolata
1265,4058,Madagascar periwinkle,Catharanthus roseus
1266,3914,adzuki bean,Vigna angularis
1267,2769,carragheen,Chondrus crispus
1268,36066,chanterelle,Cantharellus cibarius
1269,3406,southern magnolia,Magnolia grandiflora
1270,3512,northern red oak,Quercus rubra
1271,3262,Dutch rush,Equisetum hyemale
1272,4521,Italian ryegrass,Lolium multiflorum
1273,4608,meadow ryegrass,Festuca pratensis
1274,13750,large cranberry,Vaccinium macrocarpon
1275,4076,jimsonweed,Datura stramonium
1276,3917,cowpea,Vigna unguiculata
1277,2788,susabi-nori,Neopyropia yezoensis
1278,4529,red rice,Oryza rufipogon
1279,51953,African oil palm,Elaeis guineensis
1280,40149,Australian wild rice,Oryza meridionalis
1281,56065,poonga-oil-tree,Pongamia pinnata
1282,3988,castor bean,Ricinus communis
1283,3708,rape,Brassica napus
1284,39899,night-flowering catchfly,Silene noctiflora
1285,42043,bladder campion,Silene vulgaris
1286,29729,tree cotton,Gossypium arboreum
1287,29730,Peruvian cotton,Gossypium raimondii
1288,3767,sha li,Pyrus pyrifolia
1289,38727,switchgrass,Panicum virgatum
1290,4043,parsley,Petroselinum crispum
1291,38705,moso bamboo,Phyllostachys edulis
1292,40916,rock samphire,Crithmum maritimum
1293,4431,yellow lotus,Nelumbo lutea
1294,98722,stinking willie,Jacobaea vulgaris
1295,2854286,naugehyde liverwort,Ptilidium ciliare
1296,3981,rubber tree,Hevea brasiliensis
1297,3342,Krempf's pine,Pinus krempfii
1298,3339,lodgepole pine,Pinus contorta
1299,151562,singleleaf pinyon pine,Pinus monophylla
1300,3343,sugar pine,Pinus lambertiana
1301,40888,chervil,Anthriscus cerefolium
1302,4312,karaka,Corynocarpus laevigatus
1303,3760,peach,Prunus persica
1304,3258,field horsetail,Equisetum arvense
1305,3641,cacao,Theobroma cacao
1306,60419,Chinese chestnut,Castanea mollissima
1307,3322,deodar cedar,Cedrus deodara
1308,71139,rose gum,Eucalyptus grandis
1309,3860,chickling vetch,Lathyrus sativus
1310,42345,date palm,Phoenix dactylifera
1311,157791,mung bean,Vigna radiata
1312,4733,common cattail,Typha latifolia
1313,4146,common olive,Olea europaea
1314,4505,Job's tears,Coix lacryma-jobi
1315,257763,sweet bamboo,Dendrocalamus latiflorus
1316,3332,Sitka spruce,Picea sitchensis
1317,173280,muzei ma huang,Ephedra equisetina
1318,4606,tall fescue,Lolium arundinaceum
1319,3827,chickpea,Cicer arietinum
1320,15368,stiff brome,Brachypodium distachyon
1321,4230,Niger seed,Guizotia abyssinica
1322,3983,cassava,Manihot esculenta
1323,3649,papaya,Carica papaya
1324,263995,sweetflag,Acorus americanus
1325,4428,hornwort,Ceratophyllum demersum
1326,4522,perennial ryegrass,Lolium perenne
1327,4121,common morning-glory,Ipomoea purpurea
1328,3702,thale cress,Arabidopsis thaliana
1329,3880,barrel medic,Medicago truncatula
1330,145284,elephant's-foot,Dioscorea elephantipes
1331,13006,chulantree,Chloranthus spicatus
1332,3885,kidney bean,Phaseolus vulgaris
1333,226051,sweet alyssum,Lobularia maritima
1334,78191,hairy rockcress,Arabis hirsuta
1335,65948,watercress,Nasturtium officinale
1336,50458,early winter cress,Barbarea verna
1337,3719,shepherd's purse,Capsella bursa-pastoris
1338,37429,shining club moss,Huperzia lucidula
1339,4177,beechdrops,Epifagus virginiana
1340,3634,sea-island cotton,Gossypium barbadense
1341,63632,creeping bent grass,Agrostis stolonifera
1342,13443,coffee,Coffea arabica
1343,41776,heavenly bamboo,Nandina domestica
1344,4403,eastern sycamore,Platanus occidentalis
1345,2711,sweet orange,Citrus sinensis
1346,4039,carrot,Daucus carota
1347,43335,white poplar,Populus alba
1348,4113,potato,Solanum tuberosum
1349,4232,common sunflower,Helianthus annuus
1350,29760,wine grape,Vitis vinifera
1351,147425,ornamental nightshade,Solanum bulbocastanum
1352,3847,soybean,Glycine max
1353,3635,cotton,Gossypium hirsutum
1354,4236,garden lettuce,Lactuca sativa
1355,4096,wood tobacco,Nicotiana sylvestris
1356,3659,cucumber,Cucumis sativus
1357,3350,Japanese black pine,Pinus thunbergii
1358,4787,potato late blight agent,Phytophthora infestans
1359,13818,maidenhair fern,Adiantum capillus-veneris
1360,88728,channamu,Pinus koraiensis
1361,4565,bread wheat,Triticum aestivum
1362,85636,Hooker's evening primrose,Oenothera elata
1363,4097,common tobacco,Nicotiana tabacum
